"postId","userId","parentId","subject","content","contentAsHtml","contentAsText","isComment","isAlias","userAlias","writer","limitGender","isLocked","hasPoll","commentCount","likeCount","dislikeCount","reportCount","readCount","boardId","groupId","createdAt","old_tag_id","old_group_id","ip","is_consultable","updated_at"
"53","2",NULL,"2011년 11월 17일자 모의고사가 오픈되었습니다.","2011년 11월 17일자 모의고사가 오픈되었습니다.","2011년 11월 17일자 모의고사가 오픈되었습니다.","2011년 11월 17일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-17 09:00:00","1","1",,"0","2011-11-17 09:00:00"
"54","2",NULL,"2011년 11월 18일자 모의고사가 오픈되었습니다.","2011년 11월 18일자 모의고사가 오픈되었습니다.","2011년 11월 18일자 모의고사가 오픈되었습니다.","2011년 11월 18일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-18 09:00:00","1","1",,"0","2011-11-18 09:00:00"
"55","2",NULL,"2011년 11월 19일자 모의고사가 오픈되었습니다.","2011년 11월 19일자 모의고사가 오픈되었습니다.","2011년 11월 19일자 모의고사가 오픈되었습니다.","2011년 11월 19일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-19 09:00:00","1","1",,"0","2011-11-19 09:00:00"
"56","2",NULL,"2011년 11월 20일자 모의고사가 오픈되었습니다.","2011년 11월 20일자 모의고사가 오픈되었습니다.","2011년 11월 20일자 모의고사가 오픈되었습니다.","2011년 11월 20일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-20 09:00:00","1","1",,"0","2011-11-20 09:00:00"
"57","2",NULL,"2011년 11월 21일자 모의고사가 오픈되었습니다.","2011년 11월 21일자 모의고사가 오픈되었습니다.","2011년 11월 21일자 모의고사가 오픈되었습니다.","2011년 11월 21일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-21 09:00:00","1","1",,"0","2011-11-21 09:00:00"
"58","2",NULL,"2011년 11월 22일자 모의고사가 오픈되었습니다.","2011년 11월 22일자 모의고사가 오픈되었습니다.","2011년 11월 22일자 모의고사가 오픈되었습니다.","2011년 11월 22일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-22 09:00:00","1","1",,"0","2011-11-22 09:00:00"
"59","2",NULL,"2011년 11월 23일자 모의고사가 오픈되었습니다.","2011년 11월 23일자 모의고사가 오픈되었습니다.","2011년 11월 23일자 모의고사가 오픈되었습니다.","2011년 11월 23일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-23 09:00:00","1","1",,"0","2011-11-23 09:00:00"
"60","2",NULL,"2011년 11월 24일자 모의고사가 오픈되었습니다.","2011년 11월 24일자 모의고사가 오픈되었습니다.","2011년 11월 24일자 모의고사가 오픈되었습니다.","2011년 11월 24일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-24 09:00:00","1","1",,"0","2011-11-24 09:00:00"
"61","2",NULL,"2011년 11월 25일자 모의고사가 오픈되었습니다.","2011년 11월 25일자 모의고사가 오픈되었습니다.","2011년 11월 25일자 모의고사가 오픈되었습니다.","2011년 11월 25일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-25 09:00:00","1","1",,"0","2011-11-25 09:00:00"
"62","2",NULL,"2011년 11월 26일자 모의고사가 오픈되었습니다.","2011년 11월 26일자 모의고사가 오픈되었습니다.","2011년 11월 26일자 모의고사가 오픈되었습니다.","2011년 11월 26일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-26 09:00:00","1","1",,"0","2011-11-26 09:00:00"
"63","2",NULL,"2011년 11월 27일자 모의고사가 오픈되었습니다.","2011년 11월 27일자 모의고사가 오픈되었습니다.","2011년 11월 27일자 모의고사가 오픈되었습니다.","2011년 11월 27일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-27 09:00:00","1","1",,"0","2011-11-27 09:00:00"
"64","2",NULL,"2011년 11월 28일자 모의고사가 오픈되었습니다.","2011년 11월 28일자 모의고사가 오픈되었습니다.","2011년 11월 28일자 모의고사가 오픈되었습니다.","2011년 11월 28일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-28 09:00:00","1","1",,"0","2011-11-28 09:00:00"
"65","2",NULL,"2011년 11월 29일자 모의고사가 오픈되었습니다.","2011년 11월 29일자 모의고사가 오픈되었습니다.","2011년 11월 29일자 모의고사가 오픈되었습니다.","2011년 11월 29일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-29 09:00:00","1","1",,"0","2011-11-29 09:00:00"
"66","2",NULL,"2011년 11월 30일자 모의고사가 오픈되었습니다.","2011년 11월 30일자 모의고사가 오픈되었습니다.","2011년 11월 30일자 모의고사가 오픈되었습니다.","2011년 11월 30일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-11-30 09:00:00","1","1",,"0","2011-11-30 09:00:00"
"67","2",NULL,"2011년 12월 1일자 모의고사가 오픈되었습니다.","2011년 12월 1일자 모의고사가 오픈되었습니다.","2011년 12월 1일자 모의고사가 오픈되었습니다.","2011년 12월 1일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-01 09:00:00","1","1",,"0","2011-12-01 09:00:00"
"68","2",NULL,"2011년 12월 2일자 모의고사가 오픈되었습니다.","2011년 12월 2일자 모의고사가 오픈되었습니다.","2011년 12월 2일자 모의고사가 오픈되었습니다.","2011년 12월 2일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-02 09:00:00","1","1",,"0","2011-12-02 09:00:00"
"69","2",NULL,"2011년 12월 3일자 모의고사가 오픈되었습니다.","2011년 12월 3일자 모의고사가 오픈되었습니다.","2011년 12월 3일자 모의고사가 오픈되었습니다.","2011년 12월 3일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-03 09:00:00","1","1",,"0","2011-12-03 09:00:00"
"70","2",NULL,"2011년 12월 4일자 모의고사가 오픈되었습니다.","2011년 12월 4일자 모의고사가 오픈되었습니다.","2011년 12월 4일자 모의고사가 오픈되었습니다.","2011년 12월 4일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-04 09:00:00","1","1",,"0","2011-12-04 09:00:00"
"71","2",NULL,"2011년 12월 5일자 모의고사가 오픈되었습니다.","2011년 12월 5일자 모의고사가 오픈되었습니다.","2011년 12월 5일자 모의고사가 오픈되었습니다.","2011년 12월 5일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-05 09:00:00","1","1",,"0","2011-12-05 09:00:00"
"72","2",NULL,"2011년 12월 6일자 모의고사가 오픈되었습니다.","2011년 12월 6일자 모의고사가 오픈되었습니다.","2011년 12월 6일자 모의고사가 오픈되었습니다.","2011년 12월 6일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-06 09:00:00","1","1",,"0","2011-12-06 09:00:00"
"73","2",NULL,"2011년 12월 7일자 모의고사가 오픈되었습니다.","2011년 12월 7일자 모의고사가 오픈되었습니다.","2011년 12월 7일자 모의고사가 오픈되었습니다.","2011년 12월 7일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-07 09:00:00","1","1",,"0","2011-12-07 09:00:00"
"74","2",NULL,"2011년 12월 8일자 모의고사가 오픈되었습니다.","2011년 12월 8일자 모의고사가 오픈되었습니다.","2011년 12월 8일자 모의고사가 오픈되었습니다.","2011년 12월 8일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-08 09:00:00","1","1",,"0","2011-12-08 09:00:00"
"75","2",NULL,"2011년 12월 9일자 모의고사가 오픈되었습니다.","2011년 12월 9일자 모의고사가 오픈되었습니다.","2011년 12월 9일자 모의고사가 오픈되었습니다.","2011년 12월 9일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-09 09:00:00","1","1",,"0","2011-12-09 09:00:00"
"76","2",NULL,"2011년 12월 10일자 모의고사가 오픈되었습니다.","2011년 12월 10일자 모의고사가 오픈되었습니다.","2011년 12월 10일자 모의고사가 오픈되었습니다.","2011년 12월 10일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-10 09:00:00","1","1",,"0","2011-12-10 09:00:00"
"77","2",NULL,"2011년 12월 11일자 모의고사가 오픈되었습니다.","2011년 12월 11일자 모의고사가 오픈되었습니다.","2011년 12월 11일자 모의고사가 오픈되었습니다.","2011년 12월 11일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-11 09:00:00","1","1",,"0","2011-12-11 09:00:00"
"78","2",NULL,"2011년 12월 12일자 모의고사가 오픈되었습니다.","2011년 12월 12일자 모의고사가 오픈되었습니다.","2011년 12월 12일자 모의고사가 오픈되었습니다.","2011년 12월 12일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-12 09:00:00","1","1",,"0","2011-12-12 09:00:00"
"79","2",NULL,"2011년 12월 13일자 모의고사가 오픈되었습니다.","2011년 12월 13일자 모의고사가 오픈되었습니다.","2011년 12월 13일자 모의고사가 오픈되었습니다.","2011년 12월 13일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-13 09:00:00","1","1",,"0","2011-12-13 09:00:00"
"80","2",NULL,"2011년 12월 14일자 모의고사가 오픈되었습니다.","2011년 12월 14일자 모의고사가 오픈되었습니다.","2011년 12월 14일자 모의고사가 오픈되었습니다.","2011년 12월 14일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-14 09:00:00","1","1",,"0","2011-12-14 09:00:00"
"81","2",NULL,"2011년 12월 15일자 모의고사가 오픈되었습니다.","2011년 12월 15일자 모의고사가 오픈되었습니다.","2011년 12월 15일자 모의고사가 오픈되었습니다.","2011년 12월 15일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-15 09:00:00","1","1",,"0","2011-12-15 09:00:00"
"82","2",NULL,"2011년 12월 16일자 모의고사가 오픈되었습니다.","2011년 12월 16일자 모의고사가 오픈되었습니다.","2011년 12월 16일자 모의고사가 오픈되었습니다.","2011년 12월 16일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-16 09:00:00","1","1",,"0","2011-12-16 09:00:00"
"83","2",NULL,"2011년 12월 17일자 모의고사가 오픈되었습니다.","2011년 12월 17일자 모의고사가 오픈되었습니다.","2011년 12월 17일자 모의고사가 오픈되었습니다.","2011년 12월 17일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-17 09:00:00","1","1",,"0","2011-12-17 09:00:00"
"84","2",NULL,"2011년 12월 18일자 모의고사가 오픈되었습니다.","2011년 12월 18일자 모의고사가 오픈되었습니다.","2011년 12월 18일자 모의고사가 오픈되었습니다.","2011년 12월 18일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-18 09:00:00","1","1",,"0","2011-12-18 09:00:00"
"85","2",NULL,"2011년 12월 19일자 모의고사가 오픈되었습니다.","2011년 12월 19일자 모의고사가 오픈되었습니다.","2011년 12월 19일자 모의고사가 오픈되었습니다.","2011년 12월 19일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-19 09:00:00","1","1",,"0","2011-12-19 09:00:00"
"86","2",NULL,"2011년 12월 20일자 모의고사가 오픈되었습니다.","2011년 12월 20일자 모의고사가 오픈되었습니다.","2011년 12월 20일자 모의고사가 오픈되었습니다.","2011년 12월 20일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-20 09:00:00","1","1",,"0","2011-12-20 09:00:00"
"87","2",NULL,"2011년 12월 21일자 모의고사가 오픈되었습니다.","2011년 12월 21일자 모의고사가 오픈되었습니다.","2011년 12월 21일자 모의고사가 오픈되었습니다.","2011년 12월 21일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-21 09:00:00","1","1",,"0","2011-12-21 09:00:00"
"88","2",NULL,"2011년 12월 22일자 모의고사가 오픈되었습니다.","2011년 12월 22일자 모의고사가 오픈되었습니다.","2011년 12월 22일자 모의고사가 오픈되었습니다.","2011년 12월 22일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-22 09:00:00","1","1",,"0","2011-12-22 09:00:00"
"89","2",NULL,"2011년 12월 23일자 모의고사가 오픈되었습니다.","2011년 12월 23일자 모의고사가 오픈되었습니다.","2011년 12월 23일자 모의고사가 오픈되었습니다.","2011년 12월 23일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-23 09:00:00","1","1",,"0","2011-12-23 09:00:00"
"90","2",NULL,"2011년 12월 24일자 모의고사가 오픈되었습니다.","2011년 12월 24일자 모의고사가 오픈되었습니다.","2011년 12월 24일자 모의고사가 오픈되었습니다.","2011년 12월 24일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-24 09:00:00","1","1",,"0","2011-12-24 09:00:00"
"91","2",NULL,"2011년 12월 25일자 모의고사가 오픈되었습니다.","2011년 12월 25일자 모의고사가 오픈되었습니다.","2011년 12월 25일자 모의고사가 오픈되었습니다.","2011년 12월 25일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-25 09:00:00","1","1",,"0","2011-12-25 09:00:00"
"92","2",NULL,"2011년 12월 26일자 모의고사가 오픈되었습니다.","2011년 12월 26일자 모의고사가 오픈되었습니다.","2011년 12월 26일자 모의고사가 오픈되었습니다.","2011년 12월 26일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-26 09:00:00","1","1",,"0","2011-12-26 09:00:00"
"93","2",NULL,"2011년 12월 27일자 모의고사가 오픈되었습니다.","2011년 12월 27일자 모의고사가 오픈되었습니다.","2011년 12월 27일자 모의고사가 오픈되었습니다.","2011년 12월 27일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-27 09:00:00","1","1",,"0","2011-12-27 09:00:00"
"94","2",NULL,"2011년 12월 28일자 모의고사가 오픈되었습니다.","2011년 12월 28일자 모의고사가 오픈되었습니다.","2011년 12월 28일자 모의고사가 오픈되었습니다.","2011년 12월 28일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-28 09:00:00","1","1",,"0","2011-12-28 09:00:00"
"95","2",NULL,"2011년 12월 29일자 모의고사가 오픈되었습니다.","2011년 12월 29일자 모의고사가 오픈되었습니다.","2011년 12월 29일자 모의고사가 오픈되었습니다.","2011년 12월 29일자 모의고사가 오픈되었습니다.","0","0",,NULL,,"0",NULL,"0","0","0",NULL,"0","1","1","2011-12-29 09:00:00","1","1",,"0","2011-12-29 09:00:00"
